Heure,Hydro Run-of-river and poundage,Solar,Waste,Wind Onshore
2023-07-18 01:00:00+02:00,3438,0,93,1808
2023-07-18 02:00:00+02:00,3168,0,91,2208
2023-07-18 03:00:00+02:00,3071,0,82,2675
2023-07-18 04:00:00+02:00,3016,0,98,3120
2023-07-18 05:00:00+02:00,2977,211,100,3184
2023-07-18 06:00:00+02:00,3335,367,96,3067
2023-07-18 07:00:00+02:00,3559,1146,100,2737
2023-07-18 08:00:00+02:00,3633,2960,98,1987
2023-07-18 09:00:00+02:00,3509,5498,98,1463
2023-07-18 10:00:00+02:00,3355,7851,100,1318
2023-07-18 11:00:00+02:00,3298,9660,104,1198
2023-07-18 12:00:00+02:00,3352,10851,106,1182
2023-07-18 13:00:00+02:00,3295,11247,105,1112
2023-07-18 14:00:00+02:00,3279,11126,112,1196
2023-07-18 15:00:00+02:00,3332,10653,114,1372
2023-07-18 16:00:00+02:00,3345,9501,114,1720
2023-07-18 17:00:00+02:00,3537,7638,114,2011
2023-07-18 18:00:00+02:00,3956,5226,119,2223
2023-07-18 19:00:00+02:00,4396,2684,117,2309
2023-07-18 20:00:00+02:00,4478,925,112,2421
2023-07-18 21:00:00+02:00,4394,290,112,2598
2023-07-18 22:00:00+02:00,4334,211,114,2928
2023-07-18 23:00:00+02:00,4008,0,111,2966
2023-07-19 00:00:00+02:00,3726,0,109,2950
2023-07-19 01:00:00+02:00,3430,0,109,3152
2023-07-19 02:00:00+02:00,3438,210,121,2955
2023-07-19 03:00:00+02:00,3262,210,118,2894
2023-07-19 04:00:00+02:00,3129,210,124,2605
2023-07-19 05:00:00+02:00,3030,211,129,2702
2023-07-19 06:00:00+02:00,3032,212,119,3172
2023-07-19 07:00:00+02:00,3208,349,115,3398
2023-07-19 08:00:00+02:00,3490,1094,120,2963
2023-07-19 09:00:00+02:00,3730,2908,123,2467
2023-07-19 10:00:00+02:00,3691,5287,114,2859
2023-07-19 11:00:00+02:00,3365,7540,110,3196
2023-07-19 12:00:00+02:00,3188,8936,107,3479
2023-07-19 13:00:00+02:00,3212,9673,104,4209
2023-07-19 14:00:00+02:00,3146,10057,88,4728
2023-07-19 15:00:00+02:00,3046,10128,105,5314
2023-07-19 16:00:00+02:00,3105,9603,122,5811
2023-07-19 17:00:00+02:00,3182,8793,91,6252
2023-07-19 18:00:00+02:00,3295,7373,101,6223
2023-07-19 19:00:00+02:00,3509,5316,121,6067
2023-07-19 20:00:00+02:00,3885,2825,123,5527
2023-07-19 21:00:00+02:00,4189,930,122,4546
2023-07-19 22:00:00+02:00,4226,285,127,3593
2023-07-19 23:00:00+02:00,4119,209,129,3203
2023-07-20 00:00:00+02:00,3800,209,128,3201
2023-07-20 01:00:00+02:00,3535,208,132,2976
2023-07-20 02:00:00+02:00,3481,208,135,2828
2023-07-20 03:00:00+02:00,3371,208,134,2619
2023-07-20 04:00:00+02:00,3247,208,131,2261
2023-07-20 05:00:00+02:00,3293,208,125,1820
2023-07-20 06:00:00+02:00,3255,210,118,1479
2023-07-20 07:00:00+02:00,3315,356,116,1291
2023-07-20 08:00:00+02:00,3354,1148,120,1197
2023-07-20 09:00:00+02:00,0,0,0,0
2023-07-20 10:00:00+02:00,3359,5983,109,914
2023-07-20 11:00:00+02:00,3113,8533,106,822
2023-07-20 12:00:00+02:00,3066,10248,110,724
2023-07-20 13:00:00+02:00,3019,11236,110,738
2023-07-20 14:00:00+02:00,2986,11302,106,838
2023-07-20 15:00:00+02:00,2965,10765,109,914
2023-07-20 16:00:00+02:00,2942,10222,99,1005
2023-07-20 17:00:00+02:00,3021,8975,118,1222
2023-07-20 18:00:00+02:00,3245,7144,123,1430
2023-07-20 19:00:00+02:00,3497,4765,122,1661
2023-07-20 20:00:00+02:00,4184,2363,122,1997
2023-07-20 21:00:00+02:00,4392,803,123,2002
2023-07-20 22:00:00+02:00,4141,265,124,1934
2023-07-20 23:00:00+02:00,4157,212,127,1988
2023-07-21 00:00:00+02:00,3870,211,127,2100
2023-07-21 01:00:00+02:00,3535,210,130,2212
2023-07-21 02:00:00+02:00,3359,210,132,2270
2023-07-21 03:00:00+02:00,3246,210,131,2144
2023-07-21 04:00:00+02:00,3203,210,128,2192
2023-07-21 05:00:00+02:00,3190,211,124,2093
2023-07-21 06:00:00+02:00,3155,212,120,2121
2023-07-21 07:00:00+02:00,3297,327,119,2408
2023-07-21 08:00:00+02:00,3526,977,115,2496
2023-07-21 09:00:00+02:00,3745,2640,117,1983
2023-07-21 10:00:00+02:00,3705,4975,114,1691
2023-07-21 11:00:00+02:00,3395,7174,113,1763
2023-07-21 12:00:00+02:00,3177,8758,114,1980
2023-07-21 13:00:00+02:00,3105,9609,116,2367
2023-07-21 14:00:00+02:00,3084,10031,121,2786
2023-07-21 15:00:00+02:00,3029,9809,110,3096
2023-07-21 16:00:00+02:00,3106,9415,107,3597
2023-07-21 17:00:00+02:00,3208,8543,118,3961
2023-07-21 18:00:00+02:00,3348,7049,115,4039
2023-07-21 19:00:00+02:00,3646,5031,115,4055
2023-07-21 20:00:00+02:00,3813,2691,121,3780
2023-07-21 21:00:00+02:00,3918,911,124,3259
2023-07-21 22:00:00+02:00,4064,283,129,2801
2023-07-21 23:00:00+02:00,4141,215,129,2781
2023-07-22 00:00:00+02:00,3922,217,133,2720
2023-07-22 01:00:00+02:00,3590,214,132,2494
2023-07-22 02:00:00+02:00,3508,213,129,2278
2023-07-22 03:00:00+02:00,3652,213,128,1996
2023-07-22 04:00:00+02:00,3689,213,126,1744
2023-07-22 05:00:00+02:00,3596,215,130,1548
2023-07-22 06:00:00+02:00,3567,215,128,1609
2023-07-22 07:00:00+02:00,3510,346,132,1811
2023-07-22 08:00:00+02:00,3439,1088,128,1910
2023-07-22 09:00:00+02:00,3492,3072,129,1613
2023-07-22 10:00:00+02:00,3281,5970,128,1636
2023-07-22 11:00:00+02:00,3085,8684,119,2646
2023-07-22 12:00:00+02:00,2892,10435,122,3777
2023-07-22 13:00:00+02:00,2768,11237,125,4689
2023-07-22 14:00:00+02:00,2700,11347,120,5187
2023-07-22 15:00:00+02:00,2765,11071,121,5544
2023-07-22 16:00:00+02:00,2841,10570,123,5923
2023-07-22 17:00:00+02:00,2900,9553,121,6411
2023-07-22 18:00:00+02:00,3034,7652,125,6649
2023-07-22 19:00:00+02:00,3129,5228,125,6597
2023-07-22 20:00:00+02:00,3473,2660,127,5718
2023-07-22 21:00:00+02:00,3718,861,115,4334
2023-07-22 22:00:00+02:00,3652,267,121,3551
2023-07-22 23:00:00+02:00,3623,210,126,3656
2023-07-23 00:00:00+02:00,3242,0,118,7061
2023-07-23 01:00:00+02:00,2983,0,119,8346
2023-07-23 02:00:00+02:00,2990,209,131,7960
2023-07-23 03:00:00+02:00,2997,209,131,7929
2023-07-23 04:00:00+02:00,2993,209,126,7882
2023-07-23 05:00:00+02:00,2914,209,123,7844
2023-07-23 06:00:00+02:00,2814,209,121,7772
2023-07-23 07:00:00+02:00,2619,932,106,8559
2023-07-23 08:00:00+02:00,2515,924,118,8166
2023-07-23 09:00:00+02:00,2469,2530,120,8251
2023-07-23 10:00:00+02:00,2436,6578,112,9535
2023-07-23 11:00:00+02:00,2404,7259,114,7610
2023-07-23 12:00:00+02:00,2565,5722,124,6433
2023-07-23 13:00:00+02:00,2560,6471,128,6603
2023-07-23 14:00:00+02:00,2427,6730,128,6648
2023-07-23 15:00:00+02:00,2433,6870,128,6400
2023-07-23 16:00:00+02:00,2549,6977,115,6697
2023-07-23 17:00:00+02:00,2594,5828,125,5695
2023-07-23 18:00:00+02:00,2569,5965,126,7309
2023-07-23 19:00:00+02:00,2601,4329,121,7026
2023-07-23 20:00:00+02:00,2810,2104,118,5903
2023-07-23 21:00:00+02:00,2920,673,102,4510
2023-07-23 22:00:00+02:00,2938,244,99,3794
2023-07-23 23:00:00+02:00,3061,212,100,3556
2023-07-24 00:00:00+02:00,3103,211,98,3492
2023-07-24 01:00:00+02:00,2902,211,108,3598
2023-07-24 02:00:00+02:00,2728,211,98,4047
2023-07-24 03:00:00+02:00,2642,211,106,4390
2023-07-24 04:00:00+02:00,2740,210,104,3989
2023-07-24 05:00:00+02:00,2746,212,119,3530
2023-07-24 06:00:00+02:00,2798,213,124,3456
2023-07-24 07:00:00+02:00,3072,295,121,3413
2023-07-24 08:00:00+02:00,3162,756,121,3453
2023-07-24 09:00:00+02:00,3241,1873,122,3724
2023-07-24 10:00:00+02:00,3282,3299,124,4394
2023-07-24 11:00:00+02:00,3243,4676,127,5177
2023-07-24 12:00:00+02:00,3261,5680,129,6242
2023-07-24 13:00:00+02:00,3154,7043,136,6808
2023-07-24 14:00:00+02:00,3036,7941,140,7508
2023-07-24 15:00:00+02:00,2953,8194,142,7602
2023-07-24 16:00:00+02:00,3067,8107,143,7615
2023-07-24 17:00:00+02:00,3256,7152,146,7245
2023-07-24 18:00:00+02:00,3488,5943,146,6805
2023-07-24 19:00:00+02:00,3762,4093,137,5642
2023-07-24 20:00:00+02:00,4152,2122,137,4595
2023-07-24 21:00:00+02:00,4237,727,136,3822
2023-07-24 22:00:00+02:00,4073,256,133,3293
2023-07-24 23:00:00+02:00,3977,0,123,3378
2023-07-25 00:00:00+02:00,3589,0,126,3695
2023-07-25 01:00:00+02:00,3332,0,125,3950
2023-07-25 02:00:00+02:00,3147,0,126,4380
2023-07-25 03:00:00+02:00,3194,0,113,4691
2023-07-25 04:00:00+02:00,3225,0,113,5163
2023-07-25 05:00:00+02:00,3276,215,118,5683
2023-07-25 06:00:00+02:00,3455,305,114,5511
2023-07-25 07:00:00+02:00,3673,889,111,5114
2023-07-25 08:00:00+02:00,3735,2501,114,4651
2023-07-25 09:00:00+02:00,3572,4504,116,4413
2023-07-25 10:00:00+02:00,3394,6127,113,4620
2023-07-25 11:00:00+02:00,3249,7204,115,4705
2023-07-25 12:00:00+02:00,3099,7839,116,4881
2023-07-25 13:00:00+02:00,3060,8204,118,5153
2023-07-25 14:00:00+02:00,3059,8310,112,4991
2023-07-25 15:00:00+02:00,3125,8145,109,4879
2023-07-25 16:00:00+02:00,3491,7443,112,4925
2023-07-25 17:00:00+02:00,3675,6202,111,5078
2023-07-25 18:00:00+02:00,3932,4364,113,4577
2023-07-25 19:00:00+02:00,4256,2131,117,4147
2023-07-25 20:00:00+02:00,4338,737,122,3690
2023-07-25 21:00:00+02:00,4139,252,122,3285
2023-07-25 22:00:00+02:00,4218,204,125,2940
2023-07-25 23:00:00+02:00,4189,205,139,2854
2023-07-26 00:00:00+02:00,4081,204,136,2793
2023-07-26 01:00:00+02:00,3680,203,135,2856
2023-07-26 02:00:00+02:00,3260,0,120,2955
2023-07-26 03:00:00+02:00,3235,0,105,3048
2023-07-26 04:00:00+02:00,3200,0,103,2945
2023-07-26 05:00:00+02:00,3242,205,102,2664
2023-07-26 06:00:00+02:00,3263,312,102,2486
2023-07-26 07:00:00+02:00,3481,980,102,2391
2023-07-26 08:00:00+02:00,3488,2762,104,1834
2023-07-26 09:00:00+02:00,3261,5202,100,1578
2023-07-26 10:00:00+02:00,5826,7373,101,1776
2023-07-26 11:00:00+02:00,3212,8747,105,2045
2023-07-26 12:00:00+02:00,3187,9113,106,2300
2023-07-26 13:00:00+02:00,3127,9322,104,2521
2023-07-26 14:00:00+02:00,3058,9064,104,2725
2023-07-26 15:00:00+02:00,3145,8775,105,3034
2023-07-26 16:00:00+02:00,3373,7968,110,3273
2023-07-26 17:00:00+02:00,3655,6589,108,3464
2023-07-26 18:00:00+02:00,3840,4463,109,3367
2023-07-26 19:00:00+02:00,4100,2253,108,3003
2023-07-26 20:00:00+02:00,4356,742,108,2502
2023-07-26 21:00:00+02:00,4341,247,110,2332
2023-07-26 22:00:00+02:00,4279,208,119,2636
2023-07-26 23:00:00+02:00,4141,0,125,3357
2023-07-27 00:00:00+02:00,3871,0,115,3915
2023-07-27 01:00:00+02:00,3673,0,114,4621
2023-07-27 02:00:00+02:00,3646,208,125,4421
2023-07-27 03:00:00+02:00,3441,208,138,4997
2023-07-27 04:00:00+02:00,3384,208,141,5671
2023-07-27 05:00:00+02:00,3289,211,146,6039
2023-07-27 06:00:00+02:00,3288,211,145,6545
2023-07-27 07:00:00+02:00,3342,302,139,7008
2023-07-27 08:00:00+02:00,3350,872,135,7385
2023-07-27 09:00:00+02:00,3326,2585,131,7598
2023-07-27 10:00:00+02:00,3249,4820,126,7895
2023-07-27 11:00:00+02:00,3031,6837,128,8049
2023-07-27 12:00:00+02:00,3027,8416,120,8186
2023-07-27 13:00:00+02:00,3050,9475,127,8524
2023-07-27 14:00:00+02:00,3139,10037,130,8585
2023-07-27 15:00:00+02:00,3167,10127,130,8516
2023-07-27 16:00:00+02:00,3193,9756,134,8463
2023-07-27 17:00:00+02:00,3329,8740,133,8171
2023-07-27 18:00:00+02:00,3512,6942,137,7246
2023-07-27 19:00:00+02:00,3761,4671,138,6075
2023-07-27 20:00:00+02:00,4166,2200,139,5053
2023-07-27 21:00:00+02:00,4237,689,139,4174
2023-07-27 22:00:00+02:00,4039,239,144,3736
2023-07-27 23:00:00+02:00,3801,203,147,3512
2023-07-28 00:00:00+02:00,3652,0,128,3859
2023-07-28 01:00:00+02:00,3402,0,127,3665
2023-07-28 02:00:00+02:00,3166,0,134,3530
2023-07-28 03:00:00+02:00,3077,0,139,3677
2023-07-28 04:00:00+02:00,2978,0,131,3654
2023-07-28 05:00:00+02:00,3091,204,125,3552
2023-07-28 06:00:00+02:00,3359,279,129,3472
2023-07-28 07:00:00+02:00,3753,765,127,3190
2023-07-28 08:00:00+02:00,4026,2168,114,3120
2023-07-28 09:00:00+02:00,3847,4176,114,3145
2023-07-28 10:00:00+02:00,3646,5996,105,3196
2023-07-28 11:00:00+02:00,3364,7266,109,3373
2023-07-28 12:00:00+02:00,3157,8132,117,3663
2023-07-28 13:00:00+02:00,3021,8345,118,3739
2023-07-28 14:00:00+02:00,2865,8484,125,4070
2023-07-28 15:00:00+02:00,2868,8499,125,4487
2023-07-28 16:00:00+02:00,2914,7678,126,4407
2023-07-28 17:00:00+02:00,3224,6336,128,4114
2023-07-28 18:00:00+02:00,3548,4267,128,3722
2023-07-28 19:00:00+02:00,3844,2104,128,3510
2023-07-28 20:00:00+02:00,4217,682,125,3101
2023-07-28 21:00:00+02:00,4239,214,129,2959
2023-07-28 22:00:00+02:00,4152,188,127,2936
2023-07-28 23:00:00+02:00,3697,0,128,2993
2023-07-29 00:00:00+02:00,3423,0,127,3089
2023-07-29 01:00:00+02:00,3176,0,126,2996
2023-07-29 02:00:00+02:00,3060,0,129,2992
2023-07-29 03:00:00+02:00,3084,0,129,2880
2023-07-29 04:00:00+02:00,2948,0,129,2947
2023-07-29 05:00:00+02:00,2912,190,131,3164
2023-07-29 06:00:00+02:00,2922,276,128,3405
2023-07-29 07:00:00+02:00,2946,826,126,3414
2023-07-29 08:00:00+02:00,2997,2368,131,3471
2023-07-29 09:00:00+02:00,2965,4451,131,3794
2023-07-29 10:00:00+02:00,2813,6184,127,3994
2023-07-29 11:00:00+02:00,2695,7439,126,4208
2023-07-29 12:00:00+02:00,2561,8020,129,4522
2023-07-29 13:00:00+02:00,2455,8538,127,5117
2023-07-29 14:00:00+02:00,2416,8387,128,5651
2023-07-29 15:00:00+02:00,2372,8016,132,6172
2023-07-29 16:00:00+02:00,2343,7178,133,6260
2023-07-29 17:00:00+02:00,2527,5786,133,6182
2023-07-29 18:00:00+02:00,2868,3971,134,5963
2023-07-29 19:00:00+02:00,3108,2065,133,5424
2023-07-29 20:00:00+02:00,3378,677,133,4675
2023-07-29 21:00:00+02:00,3620,222,134,4222
2023-07-29 22:00:00+02:00,3599,187,136,3948
2023-07-29 23:00:00+02:00,3392,0,131,4050
2023-07-30 00:00:00+02:00,3074,0,136,4153
2023-07-30 01:00:00+02:00,2948,0,133,4597
2023-07-30 02:00:00+02:00,2889,0,131,4630
2023-07-30 03:00:00+02:00,2945,0,131,4766
2023-07-30 04:00:00+02:00,2912,0,131,4427
2023-07-30 05:00:00+02:00,2809,187,129,4424
2023-07-30 06:00:00+02:00,2773,276,131,4582
2023-07-30 07:00:00+02:00,2776,843,127,4692
2023-07-30 08:00:00+02:00,2711,2363,125,4763
2023-07-30 09:00:00+02:00,2698,4521,126,5492
2023-07-30 10:00:00+02:00,2749,6733,123,6075
2023-07-30 11:00:00+02:00,2801,7782,128,5771
2023-07-30 12:00:00+02:00,2837,9218,129,7657
2023-07-30 13:00:00+02:00,2702,9633,126,7647
2023-07-30 14:00:00+02:00,2565,9024,125,6270
2023-07-30 15:00:00+02:00,2541,8771,122,6120
2023-07-30 16:00:00+02:00,2423,7862,118,6054
2023-07-30 17:00:00+02:00,2580,6689,118,7386
2023-07-30 18:00:00+02:00,2892,4591,126,7254
2023-07-30 19:00:00+02:00,3139,2250,128,6785
2023-07-30 20:00:00+02:00,3347,685,132,6373
2023-07-30 21:00:00+02:00,3385,220,133,5622
2023-07-30 22:00:00+02:00,3470,185,136,5428
2023-07-30 23:00:00+02:00,3430,0,133,5604
2023-07-31 00:00:00+02:00,3137,0,134,5641
2023-07-31 01:00:00+02:00,2917,0,135,5685
2023-07-31 02:00:00+02:00,2713,0,137,6124
2023-07-31 03:00:00+02:00,2624,0,138,6289
2023-07-31 04:00:00+02:00,2543,0,135,6453
2023-07-31 05:00:00+02:00,2620,186,133,6754
2023-07-31 06:00:00+02:00,2810,267,138,7250
2023-07-31 07:00:00+02:00,3166,854,136,7932
2023-07-31 08:00:00+02:00,3297,2692,135,8166
2023-07-31 09:00:00+02:00,3192,5231,134,8632
2023-07-31 10:00:00+02:00,3197,7682,130,9530
2023-07-31 11:00:00+02:00,3144,9041,126,10219
2023-07-31 12:00:00+02:00,3021,10172,115,10664
2023-07-31 13:00:00+02:00,2944,10766,114,11174
2023-07-31 14:00:00+02:00,2614,10782,116,11419
2023-07-31 15:00:00+02:00,2561,10030,119,11321
2023-07-31 16:00:00+02:00,2515,8729,112,11141
2023-07-31 17:00:00+02:00,2682,7040,118,11271
2023-07-31 18:00:00+02:00,2971,4722,119,11014
2023-07-31 19:00:00+02:00,3467,2213,121,10932
2023-07-31 20:00:00+02:00,3540,617,120,10436
2023-07-31 21:00:00+02:00,3601,232,120,10430
2023-07-31 22:00:00+02:00,3766,211,119,10245
2023-07-31 23:00:00+02:00,3600,0,125,10312
2023-08-01 00:00:00+02:00,3201,0,125,10568
2023-08-01 01:00:00+02:00,2976,0,125,10520
2023-08-01 02:00:00+02:00,2716,0,128,10612
2023-08-01 03:00:00+02:00,2592,0,126,10352
2023-08-01 04:00:00+02:00,2428,0,125,10156
2023-08-01 05:00:00+02:00,2513,0,122,9970
2023-08-01 06:00:00+02:00,2762,274,127,9054
2023-08-01 07:00:00+02:00,3068,735,128,8049
2023-08-01 08:00:00+02:00,3147,2010,126,7369
2023-08-01 09:00:00+02:00,3206,3699,123,7523
2023-08-01 10:00:00+02:00,3132,5438,123,7686
2023-08-01 11:00:00+02:00,3196,6825,121,8108
2023-08-01 12:00:00+02:00,3130,7732,127,9180
2023-08-01 13:00:00+02:00,2822,8247,124,9867
2023-08-01 14:00:00+02:00,2496,8435,124,10061
2023-08-01 15:00:00+02:00,2334,8067,120,10366
2023-08-01 16:00:00+02:00,2321,7352,121,10371
2023-08-01 17:00:00+02:00,2558,6125,124,10106
2023-08-01 18:00:00+02:00,2906,4176,125,9117
2023-08-01 19:00:00+02:00,3454,2000,124,7953
2023-08-01 20:00:00+02:00,3561,608,122,6669
2023-08-01 21:00:00+02:00,3683,255,127,6269
2023-08-01 22:00:00+02:00,3623,0,134,6488
2023-08-01 23:00:00+02:00,3462,0,134,7114
2023-08-02 00:00:00+02:00,3057,0,129,7882
2023-08-02 01:00:00+02:00,2938,0,127,9142
2023-08-02 02:00:00+02:00,2887,0,131,9929
2023-08-02 03:00:00+02:00,2756,0,126,10584
2023-08-02 04:00:00+02:00,2532,0,120,11573
2023-08-02 05:00:00+02:00,2438,0,126,12569
2023-08-02 06:00:00+02:00,2474,273,122,13074
2023-08-02 07:00:00+02:00,2672,718,114,13452
2023-08-02 08:00:00+02:00,2856,2249,104,13214
2023-08-02 09:00:00+02:00,2951,4387,108,13407
2023-08-02 10:00:00+02:00,2950,6020,109,14024
2023-08-02 11:00:00+02:00,2997,7304,103,14196
2023-08-02 12:00:00+02:00,3009,8039,103,14398
2023-08-02 13:00:00+02:00,2887,8209,115,14485
2023-08-02 14:00:00+02:00,2648,8547,117,14613
2023-08-02 15:00:00+02:00,2585,8270,109,14445
2023-08-02 16:00:00+02:00,2599,7512,114,14723
2023-08-02 17:00:00+02:00,2569,6179,116,14900
2023-08-02 18:00:00+02:00,2857,3929,116,15054
2023-08-02 19:00:00+02:00,3333,1772,122,15026
2023-08-02 20:00:00+02:00,3337,563,119,15041
2023-08-02 21:00:00+02:00,3223,231,120,14944
2023-08-02 22:00:00+02:00,3146,0,120,14798
2023-08-02 23:00:00+02:00,2953,0,122,14604
2023-08-03 00:00:00+02:00,2918,0,123,14270
2023-08-03 01:00:00+02:00,2802,0,134,13857
2023-08-03 02:00:00+02:00,2700,0,134,13419
2023-08-03 03:00:00+02:00,2655,0,131,13034
2023-08-03 04:00:00+02:00,2659,0,122,12436
2023-08-03 05:00:00+02:00,2680,0,117,11854
2023-08-03 06:00:00+02:00,2968,266,114,11049
2023-08-03 07:00:00+02:00,3360,668,117,10507
2023-08-03 08:00:00+02:00,3386,1928,121,9848
2023-08-03 09:00:00+02:00,3244,3515,109,9259
2023-08-03 10:00:00+02:00,2984,5153,110,8628
2023-08-03 11:00:00+02:00,2840,6626,86,8147
2023-08-03 12:00:00+02:00,2858,7547,91,7902
2023-08-03 13:00:00+02:00,2843,8167,112,7684
2023-08-03 14:00:00+02:00,2673,8337,115,7468
2023-08-03 15:00:00+02:00,2716,7943,123,7089
2023-08-03 16:00:00+02:00,2770,7248,121,6679
2023-08-03 17:00:00+02:00,3038,5627,125,5757
2023-08-03 18:00:00+02:00,3326,3767,124,5161
2023-08-03 19:00:00+02:00,3626,1828,126,4600
2023-08-03 20:00:00+02:00,3790,568,128,4262
2023-08-03 21:00:00+02:00,3739,236,122,3944
2023-08-03 22:00:00+02:00,3917,0,125,3514
2023-08-03 23:00:00+02:00,3760,0,125,3320
2023-08-04 00:00:00+02:00,3724,0,134,3036
2023-08-04 01:00:00+02:00,3419,0,142,3066
2023-08-04 02:00:00+02:00,3162,0,144,3229
2023-08-04 03:00:00+02:00,3101,0,145,3210
2023-08-04 04:00:00+02:00,2985,0,133,3331
2023-08-04 05:00:00+02:00,2918,0,129,3331
2023-08-04 06:00:00+02:00,3009,266,129,3265
2023-08-04 07:00:00+02:00,3324,711,130,3239
2023-08-04 08:00:00+02:00,3572,2124,119,3040
2023-08-04 09:00:00+02:00,3646,3943,119,2951
2023-08-04 10:00:00+02:00,3636,5931,120,2979
2023-08-04 11:00:00+02:00,3256,7376,109,3198
2023-08-04 12:00:00+02:00,3007,7972,108,3452
2023-08-04 13:00:00+02:00,2955,8307,112,3805
2023-08-04 14:00:00+02:00,2963,8694,112,4128
2023-08-04 15:00:00+02:00,2843,8696,113,4450
2023-08-04 16:00:00+02:00,2910,7929,114,4747
2023-08-04 17:00:00+02:00,3253,6527,116,4847
2023-08-04 18:00:00+02:00,3411,4318,118,4539
2023-08-04 19:00:00+02:00,3698,2114,115,4104
2023-08-04 20:00:00+02:00,3797,617,120,3630
2023-08-04 21:00:00+02:00,3823,228,128,3650
2023-08-04 22:00:00+02:00,3686,0,134,3630
2023-08-04 23:00:00+02:00,3607,0,131,3538
2023-08-05 00:00:00+02:00,3386,0,136,3438
2023-08-05 01:00:00+02:00,3357,0,144,3081
2023-08-05 02:00:00+02:00,3326,0,140,2721
2023-08-05 03:00:00+02:00,3270,0,138,2481
2023-08-05 04:00:00+02:00,3240,0,136,2452
2023-08-05 05:00:00+02:00,3194,0,133,2775
2023-08-05 06:00:00+02:00,3162,272,127,2929
2023-08-05 07:00:00+02:00,2968,798,127,3383
2023-08-05 08:00:00+02:00,2932,2525,125,3987
2023-08-05 09:00:00+02:00,2958,4904,121,4956
2023-08-05 10:00:00+02:00,2820,6947,123,6690
2023-08-05 11:00:00+02:00,2714,8159,123,8341
2023-08-05 12:00:00+02:00,2692,8874,126,9806
2023-08-05 13:00:00+02:00,2706,9061,124,10506
2023-08-05 14:00:00+02:00,2817,8706,116,11154
2023-08-05 15:00:00+02:00,2877,8033,119,12208
2023-08-05 16:00:00+02:00,2940,6945,123,13361
2023-08-05 17:00:00+02:00,3002,5363,124,13822
2023-08-05 18:00:00+02:00,3024,3555,128,14034
2023-08-05 19:00:00+02:00,2922,1726,124,13689
2023-08-05 20:00:00+02:00,3062,549,125,12984
2023-08-05 21:00:00+02:00,3204,231,122,12494
2023-08-05 22:00:00+02:00,3309,0,123,11865
2023-08-05 23:00:00+02:00,3121,0,125,12218
2023-08-06 00:00:00+02:00,3063,0,131,12382
2023-08-06 01:00:00+02:00,2946,0,126,12908
2023-08-06 02:00:00+02:00,2889,0,128,12934
2023-08-06 03:00:00+02:00,2864,0,132,12735
2023-08-06 04:00:00+02:00,2840,0,131,12400
2023-08-06 05:00:00+02:00,2782,0,133,12030
2023-08-06 06:00:00+02:00,2777,264,129,11665
2023-08-06 07:00:00+02:00,2706,738,132,11222
2023-08-06 08:00:00+02:00,2604,2324,128,10720
2023-08-06 09:00:00+02:00,2523,4633,125,10742
2023-08-06 10:00:00+02:00,2542,6701,123,10714
2023-08-06 11:00:00+02:00,2497,8252,120,10841
2023-08-06 12:00:00+02:00,2491,9128,99,11002
2023-08-06 13:00:00+02:00,2468,9447,92,11033
2023-08-06 14:00:00+02:00,2483,9561,92,11072
2023-08-06 15:00:00+02:00,2623,9254,96,11057
2023-08-06 16:00:00+02:00,2674,8448,95,10894
2023-08-06 17:00:00+02:00,2713,7020,95,10228
2023-08-06 18:00:00+02:00,2729,4871,96,9407
2023-08-06 19:00:00+02:00,2933,2317,90,8369
2023-08-06 20:00:00+02:00,2950,646,78,6902
2023-08-06 21:00:00+02:00,2871,227,77,5947
2023-08-06 22:00:00+02:00,2887,0,75,5115
2023-08-06 23:00:00+02:00,2901,0,77,4629
2023-08-07 00:00:00+02:00,2731,0,77,4191
2023-08-07 01:00:00+02:00,2630,0,79,4045
2023-08-07 02:00:00+02:00,2601,0,80,3732
2023-08-07 03:00:00+02:00,2742,0,80,3410
2023-08-07 04:00:00+02:00,2738,0,80,3087
2023-08-07 05:00:00+02:00,2781,0,80,2998
2023-08-07 06:00:00+02:00,2945,267,78,2917
2023-08-07 07:00:00+02:00,2955,861,78,2618
2023-08-07 08:00:00+02:00,2993,3065,78,1848
2023-08-07 09:00:00+02:00,2939,6306,78,1670
2023-08-07 10:00:00+02:00,2948,9029,76,2234
2023-08-07 11:00:00+02:00,2936,10738,78,2700
